0,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Class,theft
4249,14.83484908,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4250,14.83964525,0,0,0,1.52997511,7.4902,3.931972834,0,3.33988,0.592092834,FullServiceRestaurant,Normal
4251,13.38229823,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4252,18.60397446,3.586220833,0,0,4.58992533,8.1892,48.30185975,39.36011278,8.3497,0.592046977,FullServiceRestaurant,Normal
4253,34.27722881,3.586220833,0.008747865,0,9.179850659,19.4245,56.48037485,34.58821312,16.6994,5.19276173,FullServiceRestaurant,Normal
4254,41.53534182,3.586220833,0.015510827,0,9.179850659,26.9147,69.01924458,22.95110231,25.0491,21.01904227,FullServiceRestaurant,Normal
4255,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4256,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4257,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4258,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4259,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4260,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4261,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4262,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4263,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4264,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4265,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4266,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4267,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4268,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4269,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4270,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4271,0,0,0,0,0,0,0,0,0,0,FullServiceRestaurant,Theft2
4272,2.104237138,0,0,0,0.217641699,1.065494362,0.559330423,0,0.475103911,0.084226512,FullServiceRestaurant,Theft3
4273,7.005060424,0,0,0,0.723331945,3.541169328,1.588462792,0,1.579007318,0.009455473,FullServiceRestaurant,Theft3
4274,5.331880297,0,0,0,0.550154057,2.693353565,1.413873297,0,1.20096629,0.212907007,FullServiceRestaurant,Theft3
4275,6.151703546,0,0,0,0.73176587,3.582458748,1.606983992,0,1.59741827,0.009565723,FullServiceRestaurant,Theft3
4276,13.00787109,2.580053297,0,0,3.302153585,5.891598272,37.89788261,31.46487541,6.007067612,0.425939594,FullServiceRestaurant,Theft3
4277,13.05004177,1.374881894,0.002088394,0,3.519362317,7.446946127,23.20202111,14.80906816,6.40219991,1.99075304,FullServiceRestaurant,Theft3
4278,13.28056054,1.146623309,0.00514511,0,2.935076012,8.605443953,23.00694302,8.276077617,8.008955185,6.721910218,FullServiceRestaurant,Theft3
4279,5.876076306,0.507202253,0,0,1.298314061,3.806568838,10.55152356,3.045484267,4.723620598,2.782418696,FullServiceRestaurant,Theft3
4280,9.251880237,0.973893769,0,0,2.492930517,5.275023596,16.21328994,5.109410414,6.802470774,4.301408749,FullServiceRestaurant,Theft3
4281,9.500812703,0.819585128,0.000692655,0,2.097938032,6.15101213,16.77416152,4.049987,9.541088324,3.183086194,FullServiceRestaurant,Theft3
4282,20.43555512,1.732685015,0,0,4.435251039,13.00385546,32.06996226,4.102830368,20.17081594,7.796315952,FullServiceRestaurant,Theft3
4283,31.85518468,2.742882027,0.001992315,0,7.021109005,20.58541577,42.68733999,0,31.93088648,10.75645351,FullServiceRestaurant,Theft3
4284,24.20594439,2.543801063,0,0,6.511510292,13.77831038,32.38063867,0.059204435,23.6906501,8.630784136,FullServiceRestaurant,Theft3
4285,6.410152333,0.673438018,0,0,1.723837075,3.647627233,7.031543156,0.263242794,4.70384202,2.064458341,FullServiceRestaurant,Theft3
4286,20.98036405,2.204595795,0,0,5.643227537,11.94103013,28.42197434,1.487582037,20.53160066,6.402791645,FullServiceRestaurant,Theft3
4287,30.53423267,2.635097774,0.005566138,0,6.745207606,19.77649157,44.88965176,0,36.81135699,8.078294774,FullServiceRestaurant,Theft3
4288,31.13437385,2.686088633,0.004298198,0,6.875731768,20.15917957,47.95357064,0,37.52368073,10.42988991,FullServiceRestaurant,Theft3
4289,4.501412875,0.386026126,0.025523115,0,0.988132733,2.897138205,7.463521845,0,5.392644511,2.070877334,FullServiceRestaurant,Theft3
4290,17.3854759,1.820528228,0,0,4.66010824,9.860756549,27.63299518,0.006356478,16.95474457,10.67189414,FullServiceRestaurant,Theft3
4291,9.456819782,0.99100755,0,0,2.536737623,5.367719125,14.21694252,0.00157971,9.229343227,4.98601958,FullServiceRestaurant,Theft3
4292,17.02672053,1.790018074,0.000643267,0,4.582009687,9.695500556,23.84170026,1.736360392,12.50295055,9.60238932,FullServiceRestaurant,Theft3
4293,8.186736561,0.864463462,0,0,2.212815622,4.68230243,11.74257204,3.934386361,4.025413329,3.782772348,FullServiceRestaurant,Theft3
4294,22.65999351,2.145184665,0,0,5.491149536,11.61923414,25.67139181,15.18308718,4.994574855,5.493729775,FullServiceRestaurant,Theft3
4295,7.64823188,1.23464476,0,0,1.580194729,2.819333593,16.89533883,13.33995178,1.149835867,2.405551182,FullServiceRestaurant,Theft3
4296,2.104237138,0,0,0,0.217641699,1.065494362,0.559330423,0,0.475103911,0.084226512,FullServiceRestaurant,Theft6
4297,7.005060424,0,0,0,0.723331945,3.541169328,1.588462792,0,1.579007318,0.009455473,FullServiceRestaurant,Theft6
4298,5.331880297,0,0,0,0.550154057,2.693353565,1.413873297,0,1.20096629,0.212907007,FullServiceRestaurant,Theft6
4299,6.151703546,0,0,0,0.73176587,3.582458748,1.606983992,0,1.59741827,0.009565723,FullServiceRestaurant,Theft6
4300,13.00787109,2.580053297,0,0,3.302153585,5.891598272,37.89788261,31.46487541,6.007067612,0.425939594,FullServiceRestaurant,Theft6
4301,13.05004177,1.374881894,0.002088394,0,3.519362317,7.446946127,23.20202111,14.80906816,6.40219991,1.99075304,FullServiceRestaurant,Theft6
4302,13.28056054,1.146623309,0.00514511,0,2.935076012,8.605443953,23.00694302,8.276077617,8.008955185,6.721910218,FullServiceRestaurant,Theft6
4303,5.876076306,0.507202253,0,0,1.298314061,3.806568838,10.55152356,3.045484267,4.723620598,2.782418696,FullServiceRestaurant,Theft6
4304,9.251880237,0.973893769,0,0,2.492930517,5.275023596,16.21328994,5.109410414,6.802470774,4.301408749,FullServiceRestaurant,Theft6
4305,9.500812703,0.819585128,0.000692655,0,2.097938032,6.15101213,16.77416152,4.049987,9.541088324,3.183086194,FullServiceRestaurant,Theft6
4306,20.43555512,1.732685015,0,0,4.435251039,13.00385546,32.06996226,4.102830368,20.17081594,7.796315952,FullServiceRestaurant,Theft6
4307,31.85518468,2.742882027,0.001992315,0,7.021109005,20.58541577,42.68733999,0,31.93088648,10.75645351,FullServiceRestaurant,Theft6
4308,24.20594439,2.543801063,0,0,6.511510292,13.77831038,32.38063867,0.059204435,23.6906501,8.630784136,FullServiceRestaurant,Theft6
4309,6.410152333,0.673438018,0,0,1.723837075,3.647627233,7.031543156,0.263242794,4.70384202,2.064458341,FullServiceRestaurant,Theft6
4310,20.98036405,2.204595795,0,0,5.643227537,11.94103013,28.42197434,1.487582037,20.53160066,6.402791645,FullServiceRestaurant,Theft6
4311,30.53423267,2.635097774,0.005566138,0,6.745207606,19.77649157,44.88965176,0,36.81135699,8.078294774,FullServiceRestaurant,Theft6
4312,31.13437385,2.686088633,0.004298198,0,6.875731768,20.15917957,47.95357064,0,37.52368073,10.42988991,FullServiceRestaurant,Theft6
4313,4.501412875,0.386026126,0.025523115,0,0.988132733,2.897138205,7.463521845,0,5.392644511,2.070877334,FullServiceRestaurant,Theft6
4314,17.3854759,1.820528228,0,0,4.66010824,9.860756549,27.63299518,0.006356478,16.95474457,10.67189414,FullServiceRestaurant,Theft6
4315,9.456819782,0.99100755,0,0,2.536737623,5.367719125,14.21694252,0.00157971,9.229343227,4.98601958,FullServiceRestaurant,Theft6
4316,17.02672053,1.790018074,0.000643267,0,4.582009687,9.695500556,23.84170026,1.736360392,12.50295055,9.60238932,FullServiceRestaurant,Theft6
4317,8.186736561,0.864463462,0,0,2.212815622,4.68230243,11.74257204,3.934386361,4.025413329,3.782772348,FullServiceRestaurant,Theft6
4318,22.65999351,2.145184665,0,0,5.491149536,11.61923414,25.67139181,15.18308718,4.994574855,5.493729775,FullServiceRestaurant,Theft6
4319,7.64823188,1.23464476,0,0,1.580194729,2.819333593,16.89533883,13.33995178,1.149835867,2.405551182,FullServiceRestaurant,Theft6
4320,14.8182913,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4321,14.85227728,0,0,0,1.52997511,7.4902,3.931970774,0,3.33988,0.592090774,FullServiceRestaurant,Normal
4322,14.86732151,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4323,13.42120882,0,0,0,1.52997511,7.4902,3.931924908,0,3.33988,0.592044908,FullServiceRestaurant,Normal
4324,18.63843941,3.586220833,0,0,4.58992533,8.1892,44.49232903,36.12262903,8.3497,0.02,FullServiceRestaurant,Normal
4325,34.33178205,3.586220833,0.010585545,0,9.179850659,19.4245,49.54510259,27.07861649,16.6994,5.767086099,FullServiceRestaurant,Normal
4326,41.58407041,3.586220833,0.008694731,0,9.179850659,26.9147,57.09798098,11.03185127,25.0491,21.01702971,FullServiceRestaurant,Normal
4327,41.61065502,3.586220833,0,0,9.179850659,26.9147,56.88892747,4.25150073,33.3988,19.23862674,FullServiceRestaurant,Normal
4328,34.14556957,3.586220833,0.00089105,0,9.179850659,19.4245,41.14718562,0.405996045,25.0491,15.69208957,FullServiceRestaurant,Normal
4329,41.64402021,3.586220833,0.001964468,0,9.179850659,26.9147,55.67550316,0,41.7485,13.92700316,FullServiceRestaurant,Normal
4330,42.59800254,3.586220833,0.194163525,0,9.179850659,26.9147,57.44699922,0.006790555,41.7485,15.69170867,FullServiceRestaurant,Normal
4331,43.58737488,3.586220833,1.818637414,0,9.179850659,26.9147,56.25489964,0,41.7485,14.50639964,FullServiceRestaurant,Normal
4332,36.07029902,3.586220833,1.821709322,0,9.179850659,19.4245,45.56792413,0,33.3988,12.16912413,FullServiceRestaurant,Normal
4333,34.69876685,3.586220833,0.454319196,0,9.179850659,19.4245,35.46479957,0,25.0491,10.41569957,FullServiceRestaurant,Normal
4334,34.7018912,3.586220833,0.453703349,0,9.179850659,19.4245,44.3929147,0,33.3988,10.9941147,FullServiceRestaurant,Normal
4335,43.29550294,3.586220833,1.639008708,0,9.179850659,26.9147,60.51483278,0,50.0982,10.41663278,FullServiceRestaurant,Normal
4336,44.74112762,3.586220833,3.077200464,0,9.179850659,26.9147,64.6086656,0,50.0982,14.5104656,FullServiceRestaurant,Normal
4337,46.41235872,3.586220833,4.741058448,0,9.179850659,26.9147,69.33501207,0,50.0982,19.23681207,FullServiceRestaurant,Normal
4338,37.87044954,3.586220833,3.697602155,0,9.179850659,19.4245,54.41838716,0,33.3988,21.01958716,FullServiceRestaurant,Normal
4339,36.82818078,3.586220833,2.669707371,0,9.179850659,19.4245,50.86103247,0,33.3988,17.46223247,FullServiceRestaurant,Normal
4340,35.08703349,3.586220833,0.983704054,0,9.179850659,19.4245,44.28663744,0,25.0491,19.23753744,FullServiceRestaurant,Normal
4341,34.22066145,3.586220833,0.127311422,0,9.179850659,19.4245,32.39121065,0,16.6994,15.69181065,FullServiceRestaurant,Normal
4342,38.01477085,3.586220833,0,0,9.179850659,19.4245,17.07380894,0.055529204,8.3497,8.668579736,FullServiceRestaurant,Normal
4343,22.33213125,3.586220833,0.00260817,0,4.58992533,8.1892,13.78893314,2.945925271,3.33988,7.503127866,FullServiceRestaurant,Normal
4344,14.90935523,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4345,14.92257989,0,0,0,1.52997511,7.4902,3.931953006,0,3.33988,0.592073006,FullServiceRestaurant,Normal
4346,14.91804328,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4347,12.94212709,0,0,0,1.52997511,7.4902,3.931933035,0,3.33988,0.592053035,FullServiceRestaurant,Normal
4348,18.14723703,3.586220833,0,0,4.58992533,8.1892,38.28942662,29.91972662,8.3497,0.02,FullServiceRestaurant,Normal
4349,34.12194,3.586220833,0.009027658,0,9.179850659,19.4245,41.11922588,18.65258116,16.6994,5.767244717,FullServiceRestaurant,Normal
4350,41.61953581,3.586220833,0.008896318,0,9.179850659,26.9147,30.66757965,0.425553827,25.0491,5.19292582,FullServiceRestaurant,Normal
4351,41.64310449,3.586220833,0.005583101,0,9.179850659,26.9147,39.16637503,0,33.3988,5.76757503,FullServiceRestaurant,Normal
4352,34.18343723,3.586220833,0.004194035,0,9.179850659,19.4245,42.52893328,0.017439846,25.0491,17.46239344,FullServiceRestaurant,Normal
4353,41.77549872,3.586220833,0.076168752,0,9.179850659,26.9147,57.4409081,0,41.7485,15.6924081,FullServiceRestaurant,Normal
4354,43.01304639,3.586220833,0.609512457,0,9.179850659,26.9147,59.21278635,0,41.7485,17.46428635,FullServiceRestaurant,Normal
4355,42.90398233,3.586220833,1.143132944,0,9.179850659,26.9147,59.20721645,0,41.7485,17.45871645,FullServiceRestaurant,Normal
4356,35.12994053,3.586220833,0.893763198,0,9.179850659,19.4245,49.08960318,0,33.3988,15.69080318,FullServiceRestaurant,Normal
4357,34.4926812,3.586220833,0.259876109,0,9.179850659,19.4245,39.55719,0,25.0491,14.50809,FullServiceRestaurant,Normal
4358,34.20256971,3.586220833,0.002355453,0,9.179850659,19.4245,47.33385512,0.010317632,33.3988,13.92473748,FullServiceRestaurant,Normal
4359,41.97109022,3.586220833,0.363986755,0,9.179850659,26.9147,62.26553666,0,50.0982,12.16733666,FullServiceRestaurant,Normal
4360,42.00357144,3.586220833,0.400788711,0,9.179850659,26.9147,64.02663371,0,50.0982,13.92843371,FullServiceRestaurant,Normal
4361,42.38394749,3.586220833,0.792569496,0,9.179850659,26.9147,69.33511333,0,50.0982,19.23691333,FullServiceRestaurant,Normal
4362,34.72152301,3.586220833,0.460079307,0,9.179850659,19.4245,52.63549445,0,33.3988,19.23669445,FullServiceRestaurant,Normal
4363,34.30065625,3.586220833,0.056972005,0,9.179850659,19.4245,51.44209154,0,33.3988,18.04329154,FullServiceRestaurant,Normal
4364,34.14374073,3.586220833,0,0,9.179850659,19.4245,44.32508561,0.038701368,25.0491,19.23728424,FullServiceRestaurant,Normal
4365,34.00306114,3.586220833,0,0,9.179850659,19.4245,30.6743966,0.051350494,16.6994,13.92364611,FullServiceRestaurant,Normal
4366,37.92981972,3.586220833,0,0,9.179850659,19.4245,22.72517586,3.959116527,8.3497,10.41635934,FullServiceRestaurant,Normal
4367,22.25749674,3.586220833,0,0,4.58992533,8.1892,32.26814657,21.42392893,3.33988,7.504337639,FullServiceRestaurant,Normal
4368,14.85440105,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4369,14.90248194,0,0,0,1.52997511,7.4902,3.931971506,0,3.33988,0.592091506,FullServiceRestaurant,Normal
4370,14.91813617,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4371,12.96768708,0,0,0,1.52997511,7.4902,3.931925644,0,3.33988,0.592045644,FullServiceRestaurant,Normal
4372,18.18470725,3.586220833,0,0,4.58992533,8.1892,25.490266,17.120566,8.3497,0.02,FullServiceRestaurant,Normal
4373,34.13032761,3.586220833,0.011313839,0,9.179850659,19.4245,36.00877212,14.11722727,16.6994,5.192144851,FullServiceRestaurant,Normal
4374,41.58610594,3.586220833,0.012500906,0,9.179850659,26.9147,37.18134132,6.364702519,25.0491,5.767538803,FullServiceRestaurant,Normal
4375,41.59091387,3.586220833,0,0,9.179850659,26.9147,44.35986929,5.769141298,33.3988,5.191927993,FullServiceRestaurant,Normal
4376,34.10470132,3.586220833,0,0,9.179850659,19.4245,44.87812998,14.06170698,25.0491,5.767323004,FullServiceRestaurant,Normal
4377,41.61029152,3.586220833,0.015099195,0,9.179850659,26.9147,71.19186627,11.98210314,41.7485,17.46126313,FullServiceRestaurant,Normal
4378,42.31383845,3.586220833,0,0,9.179850659,26.9147,67.83678025,8.627663059,41.7485,17.46061719,FullServiceRestaurant,Normal
4379,41.66076073,3.586220833,0,0,9.179850659,26.9147,58.39788443,2.723405848,41.7485,13.92597858,FullServiceRestaurant,Normal
4380,34.12985587,3.586220833,0,0,9.179850659,19.4245,51.75853616,4.431161229,33.3988,13.92857493,FullServiceRestaurant,Normal
4381,34.14786726,3.586220833,0,0,9.179850659,19.4245,39.44073623,3.398232837,25.0491,10.99340339,FullServiceRestaurant,Normal
4382,34.13800893,3.586220833,0,0,9.179850659,19.4245,47.09322359,3.27811449,33.3988,10.4163091,FullServiceRestaurant,Normal
4383,41.56847737,3.586220833,0.013643011,0,9.179850659,26.9147,60.77100761,0.257814624,50.0982,10.41499298,FullServiceRestaurant,Normal
4384,41.56438679,3.586220833,0.009811858,0,9.179850659,26.9147,66.38227491,1.776016406,50.0982,14.50805851,FullServiceRestaurant,Normal
4385,41.55490833,3.586220833,0,0,9.179850659,26.9147,68.24155485,0.684155824,50.0982,17.45919902,FullServiceRestaurant,Normal
4386,34.22568309,3.586220833,0,0,9.179850659,19.4245,50.90123452,0.040664993,33.3988,17.46176953,FullServiceRestaurant,Normal
4387,34.22781055,3.586220833,0,0,9.179850659,19.4245,47.3250656,0,33.3988,13.9262656,FullServiceRestaurant,Normal
4388,34.13884429,3.586220833,0.001636525,0,9.179850659,19.4245,42.54804703,0.0371982,25.0491,17.46174883,FullServiceRestaurant,Normal
4389,33.99658971,3.586220833,0,0,9.179850659,19.4245,39.35937597,8.732197632,16.6994,13.92777834,FullServiceRestaurant,Normal
4390,37.91889783,3.586220833,0,0,9.179850659,19.4245,29.59902656,13.74492041,8.3497,7.504406147,FullServiceRestaurant,Normal
4391,22.25530596,3.586220833,0,0,4.58992533,8.1892,37.29627771,25.28669935,3.33988,8.669698361,FullServiceRestaurant,Normal
4392,14.8502121,0,0,0,1.52997511,7.4902,3.931928037,0,3.33988,0.592048037,FullServiceRestaurant,Normal
4393,14.87709638,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4394,14.88616556,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4395,12.92617007,0,0,0,1.52997511,7.4902,3.931933979,0,3.33988,0.592053979,FullServiceRestaurant,Normal
4396,18.14229703,3.586220833,0,0,4.58992533,8.1892,38.90168636,30.53198636,8.3497,0.02,FullServiceRestaurant,Normal
4397,34.09746255,3.586220833,0.012244084,0,9.179850659,19.4245,47.88069888,25.41418283,16.6994,5.767116053,FullServiceRestaurant,Normal
4398,41.57160011,3.586220833,0.018716665,0,9.179850659,26.9147,62.09731314,16.03383099,25.0491,21.01438215,FullServiceRestaurant,Normal
4399,41.57226367,3.586220833,0.004050219,0,9.179850659,26.9147,67.88542956,15.25135843,33.3988,19.23527113,FullServiceRestaurant,Normal
4400,34.0866096,3.586220833,0,0,9.179850659,19.4245,55.39629608,14.65631172,25.0491,15.69088436,FullServiceRestaurant,Normal
4401,41.59164612,3.586220833,0.004568414,0,9.179850659,26.9147,68.74299998,13.06901029,41.7485,13.92548969,FullServiceRestaurant,Normal
4402,42.31236749,3.586220833,0,0,9.179850659,26.9147,61.82636857,4.387234091,41.7485,15.69063448,FullServiceRestaurant,Normal
4403,41.66354515,3.586220833,0.001450027,0,9.179850659,26.9147,55.67498185,0,41.7485,13.92648185,FullServiceRestaurant,Normal
4404,34.14360231,3.586220833,0,0,9.179850659,19.4245,45.60148726,0.034853257,33.3988,12.167834,FullServiceRestaurant,Normal
4405,34.1434505,3.586220833,0,0,9.179850659,19.4245,37.3265676,1.283899818,25.0491,10.99356778,FullServiceRestaurant,Normal
4406,34.12968835,3.586220833,0,0,9.179850659,19.4245,48.00326441,4.188305512,33.3988,10.41615889,FullServiceRestaurant,Normal
4407,41.54896434,3.586220833,0.007975511,0,9.179850659,26.9147,64.39853487,3.884494433,50.0982,10.41584043,FullServiceRestaurant,Normal
4408,41.54684715,3.586220833,0,0,9.179850659,26.9147,64.78585282,0.179074304,50.0982,14.50857851,FullServiceRestaurant,Normal
4409,41.55474024,3.586220833,0.001972231,0,9.179850659,26.9147,68.75183676,0,50.0982,18.65363676,FullServiceRestaurant,Normal
4410,34.19666573,3.586220833,0,0,9.179850659,19.4245,54.44223234,0.021933657,33.3988,21.02149868,FullServiceRestaurant,Normal
4411,34.17023509,3.586220833,0,0,9.179850659,19.4245,52.65169345,1.792430141,33.3988,17.46046331,FullServiceRestaurant,Normal
4412,34.08167207,3.586220833,0,0,9.179850659,19.4245,55.19272181,10.90784787,25.0491,19.23577394,FullServiceRestaurant,Normal
4413,33.95956164,3.586220833,0,0,9.179850659,19.4245,49.44564557,17.0557688,16.6994,15.69047677,FullServiceRestaurant,Normal
4414,37.89055618,3.586220833,0,0,9.179850659,19.4245,39.17787313,21.58238015,8.3497,9.245792975,FullServiceRestaurant,Normal
4415,22.22959621,3.586220833,0,0,4.58992533,8.1892,41.15556856,30.88889208,3.33988,6.926796486,FullServiceRestaurant,Normal
4416,14.80910327,0,0,0,1.52997511,7.4902,3.931967274,0,3.33988,0.592087274,FullServiceRestaurant,Normal
4417,14.83362141,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4418,14.8478485,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4419,12.88243778,0,0,0,1.52997511,7.4902,3.931973153,0,3.33988,0.592093153,FullServiceRestaurant,Normal
4420,18.11190782,3.586220833,0,0,4.58992533,8.1892,46.7179829,38.3482829,8.3497,0.02,FullServiceRestaurant,Normal
4421,34.07420119,3.586220833,0.011922247,0,9.179850659,19.4245,55.266055,32.79920752,16.6994,5.767447482,FullServiceRestaurant,Normal
4422,41.53780604,3.586220833,0.012513836,0,9.179850659,26.9147,52.88093197,22.640258,25.0491,5.191573968,FullServiceRestaurant,Normal
4423,41.54474823,3.586220833,0.003714091,0,9.179850659,26.9147,60.28015948,21.11423412,33.3988,5.767125366,FullServiceRestaurant,Normal
4424,34.05738529,3.586220833,0,0,9.179850659,19.4245,57.93215993,27.6910079,25.0491,5.192052026,FullServiceRestaurant,Normal
4425,41.56544829,3.586220833,0.014242835,0,9.179850659,26.9147,84.06862168,24.86122766,41.7485,17.45889402,FullServiceRestaurant,Normal
4426,42.27490917,3.586220833,0,0,9.179850659,26.9147,80.79683375,21.58910554,41.7485,17.45922821,FullServiceRestaurant,Normal
4427,41.6089715,3.586220833,0,0,9.179850659,26.9147,72.63563833,16.96027812,41.7485,13.92686021,FullServiceRestaurant,Normal
4428,34.08437838,3.586220833,0,0,9.179850659,19.4245,65.47289474,18.14549891,33.3988,13.92859583,FullServiceRestaurant,Normal
4429,34.08649316,3.586220833,0,0,9.179850659,19.4245,58.47996962,22.43639475,25.0491,10.99447488,FullServiceRestaurant,Normal
4430,34.08043598,3.586220833,0,0,9.179850659,19.4245,66.90246224,23.08847408,33.3988,10.41518816,FullServiceRestaurant,Normal
4431,41.52437453,3.586220833,0.014424102,0,9.179850659,26.9147,78.76898624,18.25544899,50.0982,10.41533725,FullServiceRestaurant,Normal
4432,41.52548616,3.586220833,0.00397332,0,9.179850659,26.9147,79.13326398,15.10628781,50.0982,13.92877617,FullServiceRestaurant,Normal
4433,41.53280265,3.586220833,0,0,9.179850659,26.9147,76.63458714,9.075055632,50.0982,17.46133151,FullServiceRestaurant,Normal
4434,34.18540971,3.586220833,0,0,9.179850659,19.4245,59.8742614,9.015199538,33.3988,17.46026186,FullServiceRestaurant,Normal
4435,34.16468784,3.586220833,0,0,9.179850659,19.4245,56.21058379,8.881570316,33.3988,13.93021347,FullServiceRestaurant,Normal
4436,34.08660538,3.586220833,0,0,9.179850659,19.4245,58.90787869,16.39573156,25.0491,17.46304712,FullServiceRestaurant,Normal
4437,33.96663083,3.586220833,0,0,9.179850659,19.4245,52.5974149,21.39471628,16.6994,14.50329863,FullServiceRestaurant,Normal
4438,37.8912049,3.586220833,0,0,9.179850659,19.4245,39.53571974,24.25796647,8.3497,6.928053266,FullServiceRestaurant,Normal
4439,22.2368953,3.586220833,0,0,4.58992533,8.1892,44.68241171,32.67581213,3.33988,8.666719581,FullServiceRestaurant,Normal
4440,14.8176595,0,0,0,1.52997511,7.4902,3.931961311,0,3.33988,0.592081311,FullServiceRestaurant,Normal
4441,14.84441785,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4442,14.8614947,0,0,0,1.52997511,7.4902,3.931967226,0,3.33988,0.592087226,FullServiceRestaurant,Normal
4443,12.89143449,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
4444,18.11178024,3.586220833,0,0,4.58992533,8.1892,48.33396865,39.39217554,8.3497,0.592093104,FullServiceRestaurant,Normal
4445,34.0778643,3.586220833,0.013066413,0,9.179850659,19.4245,55.11047225,33.21873626,16.6994,5.192335994,FullServiceRestaurant,Normal
4446,41.55788765,3.586220833,0.020206493,0,9.179850659,26.9147,69.7126621,23.64646799,25.0491,21.0170941,FullServiceRestaurant,Normal
4447,41.55912939,3.586220833,0,0,9.179850659,26.9147,74.15357063,21.51819258,33.3988,19.23657805,FullServiceRestaurant,Normal
4448,34.0775709,3.586220833,0,0,9.179850659,19.4245,62.52168447,21.78230123,25.0491,15.69028324,FullServiceRestaurant,Normal
4449,41.56873715,3.586220833,0.007759042,0,9.179850659,26.9147,79.95006447,24.27992668,41.7485,13.92163779,FullServiceRestaurant,Normal
4450,42.28526248,3.586220833,0,0,9.179850659,26.9147,73.40633974,15.96859116,41.7485,15.68924858,FullServiceRestaurant,Normal
4451,41.62423584,3.586220833,0,0,9.179850659,26.9147,63.69477684,8.022660312,41.7485,13.92361653,FullServiceRestaurant,Normal
4452,34.10228538,3.586220833,0,0,9.179850659,19.4245,55.36842281,9.802511231,33.3988,12.16711157,FullServiceRestaurant,Normal
4453,34.12365334,3.586220833,0,0,9.179850659,19.4245,44.71759866,9.253054236,25.0491,10.41544442,FullServiceRestaurant,Normal
4454,34.13096292,3.586220833,0,0,9.179850659,19.4245,52.47217253,8.080112139,33.3988,10.99326039,FullServiceRestaurant,Normal
4455,41.55841173,3.586220833,0.009148524,0,9.179850659,26.9147,66.61124593,6.097617805,50.0982,10.41542812,FullServiceRestaurant,Normal
4456,41.55866418,3.586220833,0,0,9.179850659,26.9147,65.36326314,1.339889869,50.0982,13.92517327,FullServiceRestaurant,Normal
4457,41.57190129,3.586220833,0.004036066,0,9.179850659,26.9147,69.33458044,0,50.0982,19.23638044,FullServiceRestaurant,Normal
4458,34.22155877,3.586220833,0,0,9.179850659,19.4245,54.46714194,0.052748689,33.3988,21.01559325,FullServiceRestaurant,Normal
